wals.code	glottocode	name	latitude	longitude	macroarea	genus	family	sample 100	sample 200
cld	chal1275	Chaldean (Modern)	36	43	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
chm	cham1309	Chamalal	42.55	46.05	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	FALSE
dhm	dhim1246	Dhimal	26.66666667	87.75	Eurasia	Dhimalic	Sino-Tibetan	FALSE	FALSE
lha	laha1250	Laha	21.58333333	103.9166667	Eurasia	Kadai	Tai-Kadai	FALSE	FALSE
blc	east2304	Baluchi	28	62	Eurasia	Iranian	Indo-European	FALSE	FALSE
khv	khva1239	 Khwarshi	42.25	46.16666667	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	FALSE
boq	damu1236	Bokar	28.5	94.66666667	Eurasia	Tani	Sino-Tibetan	FALSE	FALSE
boj	damu1236	Bori	28.33333333	94.75	Eurasia	Tani	Sino-Tibetan	FALSE	FALSE
gal	damu1236	Galo	28.16666667	94.66666667	Eurasia	Tani	Sino-Tibetan	FALSE	FALSE
mil	damu1236	Milang	28.5	95.25	Eurasia	Tani	Sino-Tibetan	FALSE	FALSE
nun	nung1283	Nung (in Vietnam)	21.91666667	106.4166667	Eurasia	Kam-Tai	Tai-Kadai	FALSE	FALSE
ano	nung1282	Anong	27.33333333	98.75	Eurasia	Nungish	Sino-Tibetan	FALSE	FALSE
wel	wels1247	Welsh	52	-3	Eurasia	Celtic	Indo-European	FALSE	FALSE
sae	saek1240	Saek	17.41666667	104.75	Eurasia	Kam-Tai	Tai-Kadai	FALSE	FALSE
bsk	bash1264	Bashkir	53	58	Eurasia	Turkic	Altaic	FALSE	FALSE
chc	chec1245	Chechen	43.25	45.83333333	Eurasia	Nakh	Nakh-Daghestanian	FALSE	FALSE
aze	sout2697	Azerbaijani	40.5	48.5	Eurasia	Turkic	Altaic	FALSE	FALSE
azi	sout2697	Azari (Iranian)	37.5	47	Eurasia	Turkic	Altaic	FALSE	FALSE
kok	kokb1239	Kokborok	24.33333333	92.5	Eurasia	Bodo-Garo	Sino-Tibetan	FALSE	FALSE
tst	tsat1238	Tsat	18.25	109.5	Eurasia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
tof	kara1462	Tofa	53.75	98	Eurasia	Turkic	Altaic	FALSE	FALSE
cnt	yuec1235	Cantonese	23	113	Eurasia	Chinese	Sino-Tibetan	FALSE	FALSE
mme	east2328	Mari (Meadow)	57	48	Eurasia	Mari	Uralic	FALSE	FALSE
mah	west2392	Mari (Hill)	57	58	Eurasia	Mari	Uralic	FALSE	FALSE
ing	ingu1240	Ingush	43.16666667	45.08333333	Eurasia	Nakh	Nakh-Daghestanian	FALSE	TRUE
pen	peng1244	Pengo	19.83333333	83.83333333	Eurasia	South-Central Dravidian	Dravidian	FALSE	FALSE
msy	west2418	Magar (Syangja)	28.08333333	83.83333333	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
mag	east2352	Magar	28	83	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
jug	tase1235	Jugli	27.5	96.33333333	Eurasia	Northern Naga	Sino-Tibetan	FALSE	FALSE
lun	tase1235	Lungchang	27.5	96.41666667	Eurasia	Northern Naga	Sino-Tibetan	FALSE	FALSE
geo	nucl1302	Georgian	42	44	Eurasia	Kartvelian	Kartvelian	TRUE	TRUE
pnu	youn1235	Bunu (Younuo)	24	107	Eurasia	Hmong-Mien	Hmong-Mien	FALSE	FALSE
lit	lith1251	Lithuanian	55	24	Eurasia	Baltic	Indo-European	FALSE	FALSE
ice	icel1247	Icelandic	65	-17	Eurasia	Germanic	Indo-European	FALSE	FALSE
taz	taly1247	Talysh (Azerbaijan)	38.75	48.66666667	Eurasia	Iranian	Indo-European	FALSE	FALSE
tls	taly1247	Talysh (Southern)	37	49	Eurasia	Iranian	Indo-European	FALSE	FALSE
nze	zeme1240	Naga (Zeme)	25.16666667	93.5	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
agm	anga1287	Angami	25.66666667	94.5	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
tts	take1255	Tati (Southern)	36	49.66666667	Eurasia	Iranian	Indo-European	FALSE	FALSE
yay	bouy1240	Yay	22.41666667	104.75	Eurasia	Kam-Tai	Tai-Kadai	FALSE	FALSE
vep	veps1250	Veps	60	35	Eurasia	Finnic	Uralic	FALSE	FALSE
rut	rutu1240	Rutul	41.5	47.41666667	Eurasia	Lezgic	Nakh-Daghestanian	FALSE	FALSE
lmn	lamb1269	Lamani	17	77	Eurasia	Indic	Indo-European	FALSE	FALSE
eng	stan1293	English	52	0	Eurasia	Germanic	Indo-European	TRUE	TRUE
new	newa1246	Newari (Kathmandu)	27.66666667	85.5	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
nwd	newa1246	Newar (Dolakha)	27.33333333	86	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
rng	reng1252	Rengao	14.58333333	107.8333333	Eurasia	Bahnaric	Austro-Asiatic	FALSE	FALSE
nvs	gily1242	Nivkh (South Sakhalin)	47	142.5	Eurasia	Nivkh	Nivkh	FALSE	FALSE
niv	gily1242	Nivkh	53.33333333	142	Eurasia	Nivkh	Nivkh	FALSE	TRUE
hnk	hinu1240	Hinuq	42.16666667	46	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	FALSE
oi	oyyy1238	Oi	14.83333333	107.1666667	Eurasia	Bahnaric	Austro-Asiatic	FALSE	FALSE
fre	stan1290	French	48	2	Eurasia	Romance	Indo-European	TRUE	TRUE
ava	avar1256	Avar	42.5	46.5	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	FALSE
guj	guja1252	Gujarati	23	72	Eurasia	Indic	Indo-European	FALSE	FALSE
por	port1283	Portuguese	39	-8	Eurasia	Romance	Indo-European	FALSE	FALSE
kor	kore1280	Korean	37.5	128	Eurasia	Korean	Korean	TRUE	TRUE
oko	adiv1239	Oriya (Kotia)	18.33333333	83	Eurasia	Indic	Indo-European	FALSE	FALSE
oya	nucl1284	Oriya	21	85	Eurasia	Indic	Indo-European	FALSE	FALSE
ukr	ukra1253	Ukrainian	49	33	Eurasia	Slavic	Indo-European	FALSE	FALSE
hwr	gura1251	Hawrami	35.75	45.5	Eurasia	Iranian	Indo-European	FALSE	FALSE
kha	halh1238	Khalkha	47	105	Eurasia	Mongolic	Altaic	TRUE	TRUE
bul	bulg1262	Bulgarian	42.5	25	Eurasia	Slavic	Indo-European	FALSE	FALSE
sva	svan1243	Svan	43	42.5	Eurasia	Kartvelian	Kartvelian	FALSE	FALSE
apk	apuc1241	A-Pucikwar	12.16666667	92.83333333	Eurasia	Great Andamanese	Great Andamanese	FALSE	FALSE
ao	aona1235	Ao	26.58333333	94.66666667	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
srl	lowe1385	Sorbian (Lower)	51.75	14.33333333	Eurasia	Slavic	Indo-European	FALSE	FALSE
kyl	east2342	Kayah Li (Eastern)	19	97.5	Eurasia	Karen	Sino-Tibetan	FALSE	TRUE
mhi	mara1378	Marathi	19	76	Eurasia	Indic	Indo-European	FALSE	FALSE
god	ghod1238	Godoberi	42.66666667	46.08333333	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	FALSE
svk	slov1269	Slovak	49	20	Eurasia	Slavic	Indo-European	FALSE	FALSE
mgg	tuuu1240	Mangghuer	36	102	Eurasia	Mongolic	Altaic	FALSE	FALSE
tsz	dido1241	Tsez	42.25	45.75	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	FALSE
svc	kash1274	Slovincian	54	16	Eurasia	Slavic	Indo-European	FALSE	FALSE
ksu	kash1274	Kashubian	54	18	Eurasia	Slavic	Indo-European	FALSE	FALSE
tul	tulu1258	Tulu	12.75	75.33333333	Eurasia	Southern Dravidian	Dravidian	FALSE	FALSE
tam	east2347	Tamang (Eastern)	27.5	85.66666667	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
moe	erzy1239	Mordvin (Erzya)	53	45.5	Eurasia	Mordvin	Uralic	FALSE	FALSE
hre	hree1244	Hre	14.66666667	108.6666667	Eurasia	Bahnaric	Austro-Asiatic	FALSE	FALSE
bpb	bahn1262	Bahnar	13.83333333	108.3333333	Eurasia	Bahnaric	Austro-Asiatic	FALSE	FALSE
slo	slov1268	Slovene	46	15	Eurasia	Slavic	Indo-European	FALSE	FALSE
ghr	gahr1239	Bunan	32.5	77	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
sor	sora1254	Sora	20	84.33333333	Eurasia	Munda	Austro-Asiatic	FALSE	FALSE
dmk	doma1260	Domaaki	36.16666667	74	Eurasia	Indic	Indo-European	FALSE	FALSE
sti	stie1250	Stieng	11.83333333	106.75	Eurasia	Bahnaric	Austro-Asiatic	FALSE	FALSE
pol	poli1260	Polish	52	20	Eurasia	Slavic	Indo-European	FALSE	FALSE
ady	adyg1241	Adyghe (Abzakh)	45.23333333	40.58333333	Eurasia	Northwest Caucasian	Northwest Caucasian	FALSE	FALSE
adt	adyg1241	Adyghe (Temirgoy)	45.21666667	39.7	Eurasia	Northwest Caucasian	Northwest Caucasian	FALSE	FALSE
ash	adyg1241	Adyghe (Shapsugh)	45	38.75	Eurasia	Northwest Caucasian	Northwest Caucasian	FALSE	FALSE
jrw	jara1245	Jarawa (in Andamans)	12	92.58333333	Eurasia	South Andamanese	South Andamanese	FALSE	FALSE
uby	ubyk1235	Ubykh	43.66666667	39.66666667	Eurasia	Northwest Caucasian	Northwest Caucasian	FALSE	FALSE
sno	nort2671	Saami (Northern)	69	24	Eurasia	Saami	Uralic	FALSE	FALSE
kkn	konk1267	Konkani	15.25	74	Eurasia	Indic	Indo-European	FALSE	FALSE
evn	even1260	Even	68	130	Eurasia	Tungusic	Altaic	FALSE	FALSE
abk	abkh1244	Abkhaz	43.08333333	41	Eurasia	Northwest Caucasian	Northwest Caucasian	TRUE	TRUE
bdk	budu1248	Budukh	41.16666667	48.41666667	Eurasia	Lezgic	Nakh-Daghestanian	FALSE	FALSE
tda	toda1252	Toda	11.41666667	76.75	Eurasia	Southern Dravidian	Dravidian	FALSE	FALSE
kji	nort2641	Kurmanji	38	42	Eurasia	Iranian	Indo-European	FALSE	FALSE
chg	chan1313	Chang	26.33333333	94.75	Eurasia	Northern Naga	Sino-Tibetan	FALSE	FALSE
trw	torw1241	Torwali	34.25	72	Eurasia	Indic	Indo-European	FALSE	FALSE
hun	hung1274	Hungarian	47	20	Eurasia	Ugric	Uralic	FALSE	TRUE
kus	kusu1250	Kusunda	28	84.66666667	Eurasia	Kusunda	Kusunda	FALSE	FALSE
sdh	sind1272	Sindhi	26	69	Eurasia	Indic	Indo-European	FALSE	FALSE
brh	brah1256	Brahui	28.5	67	Eurasia	Northern Dravidian	Dravidian	FALSE	TRUE
krm	kara1464	Karaim	54.66666667	24.91666667	Eurasia	Turkic	Altaic	FALSE	FALSE
tkm	turk1304	Turkmen	40	58	Eurasia	Turkic	Altaic	FALSE	FALSE
miz	lush1249	Mizo	23.16666667	92.83333333	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
kot	kota1263	Kota	11.5	77.16666667	Eurasia	Southern Dravidian	Dravidian	FALSE	FALSE
bdg	bada1257	Badaga	11.66666667	76.75	Eurasia	Southern Dravidian	Dravidian	FALSE	FALSE
sta	dong1285	Santa	31.5	107.5	Eurasia	Mongolic	Altaic	FALSE	FALSE
nah	niha1238	Nahali	19.75	77.83333333	Eurasia	Nahali	Nahali	FALSE	FALSE
kmu	khmu1256	Khmu'	21	102	Eurasia	Khmuic	Austro-Asiatic	FALSE	TRUE
lot	loth1237	Lotha	26.5	94.25	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
prs	west2369	Persian	32	54	Eurasia	Iranian	Indo-European	TRUE	TRUE
rus	russ1263	Russian	56	38	Eurasia	Slavic	Indo-European	TRUE	TRUE
nor	norw1259	Norwegian	61	8	Eurasia	Germanic	Indo-European	FALSE	FALSE
hin	hind1269	Hindi	25	77	Eurasia	Indic	Indo-European	TRUE	TRUE
thk	thak1245	Thakali	29	83.75	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
tnd	tind1238	Tindi	42.36666667	46.25	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	FALSE
rsh	shug1248	Shughni	38.16666667	71.5	Eurasia	Iranian	Indo-European	FALSE	FALSE
kiq	kalm1243	Kalmyk (Issyk-Kul)	42.41666667	78.33333333	Eurasia	Mongolic	Altaic	FALSE	FALSE
kmk	kalm1243	Kalmyk	44	83	Eurasia	Mongolic	Altaic	FALSE	FALSE
mnc	manc1252	Manchu	49.5	127.5	Eurasia	Tungusic	Altaic	FALSE	FALSE
khi	khin1240	Khinalug	41.16666667	48.08333333	Eurasia	Lezgic	Nakh-Daghestanian	FALSE	FALSE
ldn	ladi1250	Ladin	46.58333333	11.91666667	Eurasia	Romance	Indo-European	FALSE	FALSE
laz	lazz1240	Laz	41.5	41.5	Eurasia	Kartvelian	Kartvelian	FALSE	FALSE
lho	lhom1239	Lhomi	27.66666667	87.41666667	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
skk	sikk1242	Sikkimese	27.83333333	88.5	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
yaz	yazg1240	Yazgulyam	38.5	71.5	Eurasia	Iranian	Indo-European	FALSE	FALSE
ong	onge1236	Onge	10.75	92.41666667	Eurasia	South Andamanese	South Andamanese	FALSE	FALSE
krq	kere1280	Kerek	62.25	175	Eurasia	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan	FALSE	FALSE
ish	sang1236	Ishkashmi	37	72	Eurasia	Iranian	Indo-European	FALSE	FALSE
tuv	tuvi1240	Tuvan	52	95	Eurasia	Turkic	Altaic	FALSE	FALSE
bez	bezh1248	Bezhta	42.08333333	46.16666667	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	FALSE
phl	pwon1235	Phlong	15	99	Eurasia	Karen	Sino-Tibetan	FALSE	FALSE
jia	jiar1239	Jiarong	31.5	102	Eurasia	rGyalrong	Sino-Tibetan	FALSE	FALSE
rsu	roma1326	Romansch (Sursilvan)	46.66666667	8.833333333	Eurasia	Romance	Indo-European	FALSE	FALSE
rsm	roma1326	Romansch (Surmeiran)	46.58333333	9.75	Eurasia	Romance	Indo-European	FALSE	FALSE
rsc	roma1326	Romansch (Scharans)	46.75	9.5	Eurasia	Romance	Indo-European	FALSE	FALSE
rmc	roma1326	Romansch	46.66666667	9.166666667	Eurasia	Romance	Indo-European	FALSE	FALSE
lkk	lakk1238	Lakkia	24.08333333	110.1666667	Eurasia	Kadai	Tai-Kadai	FALSE	FALSE
cmr	mara1382	Chin (Mara)	23	93.16666667	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
naj	lish1245	Neo-Aramaic (Arbel Jewish)	36.3833	44	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
naa	chal1275	Neo-Aramaic (Amadiya)	37	43	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
nap	lish1246	Neo-Aramaic (Persian Azerbaijan)	38	47	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
brm	nucl1310	Burmese	21	96	Eurasia	Burmese-Lolo	Sino-Tibetan	TRUE	TRUE
kkp	kara1467	Karakalpak	43	60	Eurasia	Turkic	Altaic	FALSE	FALSE
oss	osse1243	Ossetic	43	44	Eurasia	Iranian	Indo-European	FALSE	FALSE
tmr	temi1246	Temiar	5	101.5	Eurasia	Aslian	Austro-Asiatic	FALSE	FALSE
khu	khum1248	Khumi	21.91666667	92.41666667	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
frw	west2354	Frisian (Western)	53	6	Eurasia	Germanic	Indo-European	FALSE	FALSE
fno	nort2626	Frisian (North)	54.5	9	Eurasia	Germanic	Indo-European	FALSE	FALSE
fea	east2288	Frisian (Eastern)	53.58333333	7.5	Eurasia	Germanic	Indo-European	FALSE	FALSE
fri	east2288	Frisian	53	5	Eurasia	Germanic	Indo-European	FALSE	FALSE
gdk	pott1240	Gadaba (Kondekor)	18.75	83.5	Eurasia	Central Dravidian	Dravidian	FALSE	FALSE
kbw	bwek1238	Karen (Bwe)	19.5	97	Eurasia	Karen	Sino-Tibetan	FALSE	FALSE
taj	taji1245	Tajik	38.66666667	70	Eurasia	Iranian	Indo-European	FALSE	FALSE
chk	chuk1273	Chukchi	67	-173	Eurasia	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan	TRUE	TRUE
cme	east2563	Cham (Eastern)	11.33333333	108.5	Eurasia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
ktp	mala1479	Ketapang	-1.866666667	110	Eurasia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
myk	mala1479	Malay (Kuala Lumpur)	3.166666667	101.7	Eurasia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
mly	stan1306	Malay	3	102	Eurasia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
khw	khow1242	Khowar	36	72	Eurasia	Indic	Indo-European	FALSE	FALSE
muo	muon1246	Muong	20.5	105.0833333	Eurasia	Viet-Muong	Austro-Asiatic	FALSE	FALSE
kaz	kaza1248	Kazakh	50	70	Eurasia	Turkic	Altaic	FALSE	FALSE
hay	wayu1241	Hayu	27.25	86	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
mlt	malt1254	Maltese	35.91666667	14.41666667	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
blr	bela1254	Belorussian	54	28	Eurasia	Slavic	Indo-European	FALSE	FALSE
wak	wakh1245	Wakhi	36.5	72	Eurasia	Iranian	Indo-European	FALSE	FALSE
gur	guru1261	Gurung	28.33333333	84.33333333	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
scs	sout2674	Saami (Central-South)	64.66666667	16.75	Eurasia	Saami	Uralic	FALSE	FALSE
chv	chuv1255	Chuvash	55.5	47.5	Eurasia	Turkic	Altaic	FALSE	FALSE
neg	negi1245	Negidal	53	139	Eurasia	Tungusic	Altaic	FALSE	FALSE
sol	even1259	Solon	48	120	Eurasia	Tungusic	Altaic	FALSE	FALSE
zhn	guib1245	Zhuang (Northern)	24	108	Eurasia	Kam-Tai	Tai-Kadai	FALSE	FALSE
tmu	musl1236	Tat (Muslim)	41.25	48.75	Eurasia	Iranian	Indo-European	FALSE	FALSE
slr	sala1264	Salar	35	103	Eurasia	Turkic	Altaic	FALSE	FALSE
ctl	stan1289	Catalan	41.75	2	Eurasia	Romance	Indo-European	FALSE	FALSE
lis	lisu1250	Lisu	26	98	Eurasia	Burmese-Lolo	Sino-Tibetan	FALSE	FALSE
udh	udih1248	Udihe	47.66666667	136.25	Eurasia	Tungusic	Altaic	FALSE	FALSE
acn	acha1249	Achang	25	98.5	Eurasia	Burmese-Lolo	Sino-Tibetan	FALSE	FALSE
han	hani1248	Hani	23	103	Eurasia	Burmese-Lolo	Sino-Tibetan	FALSE	FALSE
hok	minn1241	Min (Southern)	25	118	Eurasia	Chinese	Sino-Tibetan	FALSE	FALSE
meh	mehr1241	Mehri	17	51.5	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
hrs	hars1241	Harsusi	20	56.5	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
bth	bath1244	Bathari	18	56	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
jib	sheh1240	Jibbali	17.5	55	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
biu	bisu1246	Bisu	19.75	100	Eurasia	Burmese-Lolo	Sino-Tibetan	FALSE	FALSE
pra	pras1239	Prasuni	35.5	71	Eurasia	Nuristani	Indo-European	FALSE	FALSE
izh	ingr1248	Izhor	59	29	Eurasia	Finnic	Uralic	FALSE	FALSE
tmo	tibe1272	Tibetan (Modern Literary)	29.83333333	91.5	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
tod	stod1241	Tod	32.41666667	77.25	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
tis	tibe1272	Tibetan (Shigatse)	29	89	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
tib	tibe1272	Tibetan (Standard Spoken)	30	91	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
oir	kalm1243	Oirat	37.5	93	Eurasia	Mongolic	Altaic	FALSE	FALSE
stl	sant1410	Santali	24.5	87	Eurasia	Munda	Austro-Asiatic	FALSE	FALSE
hma	hmar1241	Hmar	24.16666667	93	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
ork	orok1265	Orok	49.5	143.5	Eurasia	Tungusic	Altaic	FALSE	FALSE
swv	swed1254	Swedish (Västerbotten)	64.25	19.75	Eurasia	Germanic	Indo-European	FALSE	FALSE
swe	swed1254	Swedish	60	15	Eurasia	Germanic	Indo-European	FALSE	FALSE
orc	oroc1248	Oroch	50.33333333	137.5	Eurasia	Tungusic	Altaic	FALSE	FALSE
kms	kama1351	Kamass	52	92	Eurasia	Samoyedic	Uralic	FALSE	FALSE
cpn	chep1245	Chepang	27.66666667	84.75	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
dri	dari1249	Dari	35	66	Eurasia	Iranian	Indo-European	FALSE	FALSE
abz	abaz1241	Abaza	44	42	Eurasia	Northwest Caucasian	Northwest Caucasian	FALSE	FALSE
kal	kala1373	Kalami	35.5	72.5	Eurasia	Indic	Indo-European	FALSE	FALSE
jpn	nucl1643	Japanese	37	140	Eurasia	Japanese	Japanese	TRUE	TRUE
lep	lepc1244	Lepcha	27.16666667	88.5	Eurasia	Lepcha	Sino-Tibetan	FALSE	TRUE
drg	darg1241	Dargwa	42.25	47.41666667	Eurasia	Lak-Dargwa	Nakh-Daghestanian	FALSE	FALSE
tha	thai1261	Thai	16	101	Eurasia	Kam-Tai	Tai-Kadai	TRUE	TRUE
hln	hala1252	Halang	14.5	107.5	Eurasia	Bahnaric	Austro-Asiatic	FALSE	FALSE
jad	tibe1272	Jad	30.83333333	79	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
bho	bhoj1244	Bhojpuri	26	84	Eurasia	Indic	Indo-European	FALSE	FALSE
akk	akak1252	Aka-Kede	12.75	92.75	Eurasia	Great Andamanese	Great Andamanese	FALSE	FALSE
krc	kara1465	Karachay-Balkar	43.5	42	Eurasia	Turkic	Altaic	FALSE	FALSE
nga	ngan1291	Nganasan	71	93	Eurasia	Samoyedic	Uralic	FALSE	FALSE
kry	kory1246	Koryak	61	167	Eurasia	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan	FALSE	FALSE
dgi	indo1311	Dogri	33	75	Eurasia	Indic	Indo-European	FALSE	FALSE
mgh	maga1260	Magahi	23.5	85.5	Eurasia	Indic	Indo-European	FALSE	FALSE
bur	buru1296	Burushaski	36.5	74.5	Eurasia	Burushaski	Burushaski	TRUE	TRUE
nma	maon1238	Naga (Mao)	25.5	94.33333333	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
cly	chul1246	Chulym	54.33333333	89.66666667	Eurasia	Turkic	Altaic	FALSE	FALSE
anx	andi1255	Andi	42.75	46.25	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	FALSE
nkt	nyah1250	Nyah Kur (Tha Pong)	15.66666667	101.6666667	Eurasia	Monic	Austro-Asiatic	FALSE	FALSE
sed	seda1262	Sedang	14.83333333	108	Eurasia	Bahnaric	Austro-Asiatic	FALSE	FALSE
krl	kare1335	Karelian	64	32	Eurasia	Finnic	Uralic	FALSE	FALSE
cri	crim1257	Crimean Tatar	45	34.08333333	Eurasia	Turkic	Altaic	FALSE	FALSE
wgl	waig1243	Waigali	35	71.25	Eurasia	Nuristani	Indo-European	FALSE	FALSE
dul	drun1238	Dulong	28	98.33333333	Eurasia	Nungish	Sino-Tibetan	FALSE	FALSE
bsq	basq1248	Basque	43	-3	Eurasia	Basque	Basque	TRUE	TRUE
bqb	basq1248	Basque (Bidasoa Valley)	43	-3.833333333	Eurasia	Basque	Basque	FALSE	FALSE
bqg	basq1248	Basque (Gernica)	43.33333333	-3	Eurasia	Basque	Basque	FALSE	FALSE
bqh	basq1248	Basque (Hondarribia)	42.5	-3	Eurasia	Basque	Basque	FALSE	FALSE
bql	basq1248	Basque (Lekeitio)	43	-2.5	Eurasia	Basque	Basque	FALSE	FALSE
bqn	basq1248	Basque (Northern High Navarrese)	43.33333333	-2.5	Eurasia	Basque	Basque	FALSE	FALSE
bqo	basq1248	Basque (Oñati)	42.5	-3.5	Eurasia	Basque	Basque	FALSE	FALSE
bqr	basq1248	Basque (Roncalese)	43	-2	Eurasia	Basque	Basque	FALSE	FALSE
bqs	basq1248	Basque (Sakana)	42.5	-2	Eurasia	Basque	Basque	FALSE	FALSE
bso	basq1250	Basque (Souletin)	43.5	-1.5	Eurasia	Basque	Basque	FALSE	FALSE
bqz	basq1248	Basque (Zeberio)	42	-3	Eurasia	Basque	Basque	FALSE	FALSE
bqi	basq1248	Basque (Basaburua and Imoz)	43	-1.666666667	Eurasia	Basque	Basque	FALSE	FALSE
akc	akac1240	Aka-Cari	13.5	93	Eurasia	Great Andamanese	Great Andamanese	FALSE	FALSE
gcy	mode1248	Greek (Cypriot)	34.75	33	Eurasia	Greek	Indo-European	FALSE	FALSE
grk	mode1248	Greek (Modern)	39	22	Eurasia	Greek	Indo-European	TRUE	TRUE
est	esto1258	Estonian	59	26	Eurasia	Finnic	Uralic	FALSE	FALSE
pan	panj1256	Panjabi	31	74	Eurasia	Indic	Indo-European	FALSE	FALSE
lai	haka1240	Lai	22.66666667	93.66666667	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
ttu	bats1242	Tsova-Tush	42.5	45.5	Eurasia	Nakh	Nakh-Daghestanian	FALSE	FALSE
tni	tina1246	Tinani	32.33333333	77.16666667	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
akh	akha1245	Akha	21.83333333	99.83333333	Eurasia	Burmese-Lolo	Sino-Tibetan	FALSE	FALSE
lu	luuu1242	Lü	22	100.6666667	Eurasia	Kam-Tai	Tai-Kadai	FALSE	FALSE
blt	balt1258	Balti	35	76	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
prk	puri1258	Purki	34.66666667	76	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
agl	aghu1253	Aghul	41.75	47.66666667	Eurasia	Lezgic	Nakh-Daghestanian	FALSE	FALSE
alu	alut1245	Alutor	61	165	Eurasia	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan	FALSE	FALSE
gar	garo1247	Garo	25.66666667	90.5	Eurasia	Bodo-Garo	Sino-Tibetan	FALSE	TRUE
lez	lezg1247	Lezgian	41.66666667	47.83333333	Eurasia	Lezgic	Nakh-Daghestanian	TRUE	TRUE
nax	naxi1245	Naxi	27.5	100	Eurasia	Naxi	Sino-Tibetan	FALSE	FALSE
alb	gheg1238	Albanian	41	20	Eurasia	Albanian	Indo-European	FALSE	FALSE
url	urak1238	Urak Lawoi'	8	98.33333333	Eurasia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
dhi	dhiv1236	Dhivehi	4.166666667	73.5	Eurasia	Indic	Indo-European	FALSE	FALSE
nis	nyis1236	Nyishi	27.5	93.5	Eurasia	Tani	Sino-Tibetan	FALSE	FALSE
don	sout2741	Dong (Southern)	27	109	Eurasia	Kam-Tai	Tai-Kadai	FALSE	FALSE
bkt	brok1247	Brokskat	35.33333333	76.5	Eurasia	Indic	Indo-European	FALSE	FALSE
sav	savi1242	Savi	35	71.5	Eurasia	Indic	Indo-European	FALSE	FALSE
